,Fecha,Hora,Precio_Zonal,Componente_Congestion,Componente_Energia,Componente_Perdidas,Zona_de_Carga,Mercado,Dia_de_la_semana,Festivo
9057,2020-08-21,10,898.69,0.2,839.97,58.52,APATZINGAN,MDA,Viernes,
9058,2020-08-21,11,888.15,0,828.98,59.16,APATZINGAN,MDA,Viernes,
9059,2020-08-21,12,843.65,0,786.27,57.38,APATZINGAN,MDA,Viernes,
9060,2020-08-21,13,861.67,0,802.8,58.87,APATZINGAN,MDA,Viernes,
9061,2020-08-21,14,863.22,0,809.72,53.5,APATZINGAN,MDA,Viernes,
9062,2020-08-21,15,865.94,0,812.58,53.36,APATZINGAN,MDA,Viernes,
9063,2020-08-21,16,851.31,18.28,781.27,51.76,APATZINGAN,MDA,Viernes,
9064,2020-08-21,17,871.5,9.31,808.64,53.54,APATZINGAN,MDA,Viernes,
9065,2020-08-21,18,883.82,6.78,821.53,55.51,APATZINGAN,MDA,Viernes,
9066,2020-08-21,19,903.18,2.95,843.83,56.4,APATZINGAN,MDA,Viernes,
9067,2020-08-21,20,853.23,14.37,786.24,52.62,APATZINGAN,MDA,Viernes,
9068,2020-08-21,21,889.82,8.24,823.9,57.68,APATZINGAN,MDA,Viernes,
9069,2020-08-21,22,950.44,0,878.96,71.48,APATZINGAN,MDA,Viernes,
9070,2020-08-21,23,941.67,0,875.91,65.76,APATZINGAN,MDA,Viernes,
9071,2020-08-21,24,917.89,0,866.44,51.45,APATZINGAN,MDA,Viernes,
9072,2020-08-15,1,667.9,0,657.99,9.91,CELAYA,MDA,Sabado,
9073,2020-08-15,2,656.57,-22.38,669.3,9.64,CELAYA,MDA,Sabado,
9074,2020-08-15,3,611.57,-18.43,622.25,7.75,CELAYA,MDA,Sabado,
9075,2020-08-15,4,598.88,-16.21,606.54,8.55,CELAYA,MDA,Sabado,
9076,2020-08-15,5,615.48,-17.2,624.33,8.36,CELAYA,MDA,Sabado,
9077,2020-08-15,6,635.06,0,625.98,9.08,CELAYA,MDA,Sabado,
9078,2020-08-15,7,617.78,-17.81,627.28,8.31,CELAYA,MDA,Sabado,
9079,2020-08-15,8,614.2,-19.04,625.01,8.23,CELAYA,MDA,Sabado,
9080,2020-08-15,9,633.66,0,622.37,11.29,CELAYA,MDA,Sabado,
9081,2020-08-15,10,650.53,-0.09,640.59,10.02,CELAYA,MDA,Sabado,
9082,2020-08-15,11,643.98,-0.08,634.34,9.72,CELAYA,MDA,Sabado,
9083,2020-08-15,12,646.89,0,636.96,9.93,CELAYA,MDA,Sabado,
9084,2020-08-15,13,649.56,0,639.49,10.07,CELAYA,MDA,Sabado,
9085,2020-08-15,14,642.67,0,632.58,10.09,CELAYA,MDA,Sabado,
9086,2020-08-15,15,631.25,0,621.89,9.36,CELAYA,MDA,Sabado,
9087,2020-08-15,16,634.83,0,625.9,8.93,CELAYA,MDA,Sabado,
9088,2020-08-15,17,647.98,0.27,638.99,8.72,CELAYA,MDA,Sabado,
9089,2020-08-15,18,630.91,0,623.26,7.65,CELAYA,MDA,Sabado,
9090,2020-08-15,19,613.92,0,606.6,7.33,CELAYA,MDA,Sabado,
9091,2020-08-15,20,601.41,0,594.44,6.97,CELAYA,MDA,Sabado,
9092,2020-08-15,21,673.48,0,664.18,9.3,CELAYA,MDA,Sabado,
9093,2020-08-15,22,688.47,0,678.52,9.95,CELAYA,MDA,Sabado,
9094,2020-08-15,23,657.14,-25.61,674.59,8.17,CELAYA,MDA,Sabado,
9095,2020-08-15,24,647.25,-23.01,662.56,7.71,CELAYA,MDA,Sabado,
9096,2020-08-16,1,626.89,-20.26,638.7,8.45,CELAYA,MDA,Domingo,
9097,2020-08-16,2,621.68,-27.93,642.3,7.31,CELAYA,MDA,Domingo,
9098,2020-08-16,3,570.51,-15.64,580.28,5.87,CELAYA,MDA,Domingo,
9099,2020-08-16,4,581.63,-25.4,600.99,6.04,CELAYA,MDA,Domingo,
9100,2020-08-16,5,572.54,-23.22,590.4,5.36,CELAYA,MDA,Domingo,
9101,2020-08-16,6,568.43,-24.05,586.9,5.58,CELAYA,MDA,Domingo,
9102,2020-08-16,7,550.43,-50.21,595.66,4.99,CELAYA,MDA,Domingo,
9103,2020-08-16,8,542.92,-36.36,574.34,4.94,CELAYA,MDA,Domingo,
9104,2020-08-16,9,576.46,0,570.21,6.25,CELAYA,MDA,Domingo,
9105,2020-08-16,10,543.47,0,538.95,4.52,CELAYA,MDA,Domingo,
9106,2020-08-16,11,542.04,-0.01,538.73,3.33,CELAYA,MDA,Domingo,
9107,2020-08-16,12,549.02,-0.48,546.06,3.45,CELAYA,MDA,Domingo,
9108,2020-08-16,13,543.5,0,539.74,3.76,CELAYA,MDA,Domingo,
9109,2020-08-16,14,547.63,0,542.77,4.86,CELAYA,MDA,Domingo,
9110,2020-08-16,15,544.88,0,540.62,4.25,CELAYA,MDA,Domingo,
9111,2020-08-16,16,568.85,-10.66,574.59,4.92,CELAYA,MDA,Domingo,
9112,2020-08-16,17,589.46,-18.52,603.03,4.95,CELAYA,MDA,Domingo,
9113,2020-08-16,18,618.48,-32.16,645.72,4.93,CELAYA,MDA,Domingo,
9114,2020-08-16,19,569.83,-18.26,583.67,4.42,CELAYA,MDA,Domingo,
9115,2020-08-16,20,586.8,0,581.78,5.02,CELAYA,MDA,Domingo,
9116,2020-08-16,21,646.99,0,641.45,5.54,CELAYA,MDA,Domingo,
9117,2020-08-16,22,623.31,-47,664.82,5.49,CELAYA,MDA,Domingo,
9118,2020-08-16,23,589,-31.1,615.29,4.81,CELAYA,MDA,Domingo,
9119,2020-08-16,24,618.84,-32.5,646.41,4.93,CELAYA,MDA,Domingo,
9120,2020-08-17,1,766,-73.72,833.27,6.46,CELAYA,MDA,Lunes,
9121,2020-08-17,2,690.26,-29.93,714.82,5.37,CELAYA,MDA,Lunes,
9122,2020-08-17,3,697.06,-30.4,721.68,5.78,CELAYA,MDA,Lunes,
9123,2020-08-17,4,755.35,-37.55,786.48,6.42,CELAYA,MDA,Lunes,
9124,2020-08-17,5,688.41,-29.09,711.31,6.2,CELAYA,MDA,Lunes,
9125,2020-08-17,6,694.7,-29.15,716.73,7.13,CELAYA,MDA,Lunes,
9126,2020-08-17,7,751.89,-34.65,778.05,8.48,CELAYA,MDA,Lunes,
9127,2020-08-17,8,698.97,-28.07,718.23,8.81,CELAYA,MDA,Lunes,
9128,2020-08-17,9,803.8,0,789.1,14.71,CELAYA,MDA,Lunes,
9129,2020-08-17,10,755.18,0,740.72,14.47,CELAYA,MDA,Lunes,
9130,2020-08-17,11,749.13,0,736.36,12.77,CELAYA,MDA,Lunes,
9131,2020-08-17,12,841.88,0,826.14,15.73,CELAYA,MDA,Lunes,
9132,2020-08-17,13,738.86,0,724.57,14.29,CELAYA,MDA,Lunes,
9133,2020-08-17,14,830.09,0,813.61,16.48,CELAYA,MDA,Lunes,
9134,2020-08-17,15,843.45,0,826.32,17.13,CELAYA,MDA,Lunes,
9135,2020-08-17,16,814.54,0,798.57,15.97,CELAYA,MDA,Lunes,
9136,2020-08-17,17,823.1,0,806.91,16.19,CELAYA,MDA,Lunes,
9137,2020-08-17,18,808.26,0,793.37,14.89,CELAYA,MDA,Lunes,
9138,2020-08-17,19,755.88,0,742.53,13.35,CELAYA,MDA,Lunes,
9139,2020-08-17,20,754.7,0,742.79,11.91,CELAYA,MDA,Lunes,
9140,2020-08-17,21,826.08,0,814.34,11.74,CELAYA,MDA,Lunes,
9141,2020-08-17,22,905.25,0,891.32,13.93,CELAYA,MDA,Lunes,
9142,2020-08-17,23,753.35,0,743.12,10.23,CELAYA,MDA,Lunes,
9143,2020-08-17,24,755.02,0,743.98,11.04,CELAYA,MDA,Lunes,
9144,2020-08-18,1,681.65,0,671.87,9.78,CELAYA,MDA,Martes,
9145,2020-08-18,2,666.27,0,657.47,8.81,CELAYA,MDA,Martes,
9146,2020-08-18,3,641.25,0,632.85,8.4,CELAYA,MDA,Martes,
9147,2020-08-18,4,617.88,0,609.37,8.52,CELAYA,MDA,Martes,
9148,2020-08-18,5,642.27,0,633.37,8.91,CELAYA,MDA,Martes,
9149,2020-08-18,6,646.44,0,637,9.44,CELAYA,MDA,Martes,
9150,2020-08-18,7,651.79,0,642.02,9.76,CELAYA,MDA,Martes,
9151,2020-08-18,8,625.83,0,615.99,9.83,CELAYA,MDA,Martes,
9152,2020-08-18,9,700.64,0,689.74,10.9,CELAYA,MDA,Martes,
9153,2020-08-18,10,658.54,0,648.98,9.55,CELAYA,MDA,Martes,
9154,2020-08-18,11,696.32,0,686.96,9.36,CELAYA,MDA,Martes,
9155,2020-08-18,12,654.9,0,646.37,8.53,CELAYA,MDA,Martes,
9156,2020-08-18,13,659.03,0,650.86,8.18,CELAYA,MDA,Martes,
9157,2020-08-18,14,678.04,0,668.65,9.4,CELAYA,MDA,Martes,
9158,2020-08-18,15,680.55,0,671.38,9.18,CELAYA,MDA,Martes,
9159,2020-08-18,16,675.39,0,664.99,10.4,CELAYA,MDA,Martes,
9160,2020-08-18,17,697.76,0,687.96,9.8,CELAYA,MDA,Martes,
9161,2020-08-18,18,683.82,0,674.84,8.98,CELAYA,MDA,Martes,
9162,2020-08-18,19,666.49,0,656.77,9.72,CELAYA,MDA,Martes,
9163,2020-08-18,20,687.27,0,678.82,8.45,CELAYA,MDA,Martes,
9164,2020-08-18,21,712.15,0,702.79,9.36,CELAYA,MDA,Martes,
9165,2020-08-18,22,722.23,0,711.74,10.49,CELAYA,MDA,Martes,
9166,2020-08-18,23,742.85,0,731.52,11.32,CELAYA,MDA,Martes,
9167,2020-08-18,24,718.41,0,706.78,11.63,CELAYA,MDA,Martes,
9168,2020-08-19,1,917.51,0,903.91,13.6,CELAYA,MDA,Miercoles,
9169,2020-08-19,2,926.52,0,912.6,13.92,CELAYA,MDA,Miercoles,
9170,2020-08-19,3,845.52,0,832.39,13.13,CELAYA,MDA,Miercoles,
9171,2020-08-19,4,863.09,0,850.86,12.23,CELAYA,MDA,Miercoles,
9172,2020-08-19,5,861.4,0,848.33,13.07,CELAYA,MDA,Miercoles,
9173,2020-08-19,6,864.73,0,851.2,13.53,CELAYA,MDA,Miercoles,
9174,2020-08-19,7,870.98,0,858.11,12.87,CELAYA,MDA,Miercoles,
9175,2020-08-19,8,910.77,0,896.13,14.65,CELAYA,MDA,Miercoles,
9176,2020-08-19,9,675.9,16.38,648.81,10.7,CELAYA,MDA,Miercoles,
9177,2020-08-19,10,685.34,15.74,658.98,10.62,CELAYA,MDA,Miercoles,
9178,2020-08-19,11,646.78,0.03,637.12,9.63,CELAYA,MDA,Miercoles,
9179,2020-08-19,12,669.94,0.46,658.65,10.82,CELAYA,MDA,Miercoles,
9180,2020-08-19,13,647.88,0,637.89,9.99,CELAYA,MDA,Miercoles,
9181,2020-08-19,14,651.82,20.5,621.33,9.99,CELAYA,MDA,Miercoles,
9182,2020-08-19,15,685.51,11.87,662.47,11.18,CELAYA,MDA,Miercoles,
9183,2020-08-19,16,912.58,0,899.59,12.99,CELAYA,MDA,Miercoles,
9184,2020-08-19,17,876.49,0,863.32,13.18,CELAYA,MDA,Miercoles,
9185,2020-08-19,18,901.56,0,889.52,12.04,CELAYA,MDA,Miercoles,
9186,2020-08-19,19,866.6,0,856.58,10.03,CELAYA,MDA,Miercoles,
9187,2020-08-19,20,884.07,0,873.98,10.09,CELAYA,MDA,Miercoles,
9188,2020-08-19,21,905.17,0,893.97,11.2,CELAYA,MDA,Miercoles,
9189,2020-08-19,22,1040.46,0,1026.54,13.92,CELAYA,MDA,Miercoles,
9190,2020-08-19,23,941.59,0,928.43,13.15,CELAYA,MDA,Miercoles,
9191,2020-08-19,24,915.95,0,901.69,14.26,CELAYA,MDA,Miercoles,
9192,2020-08-20,1,830.34,0,819.26,11.08,CELAYA,MDA,Jueves,
9193,2020-08-20,2,840.92,0,830.27,10.64,CELAYA,MDA,Jueves,
9194,2020-08-20,3,761.2,0,750.32,10.88,CELAYA,MDA,Jueves,
9195,2020-08-20,4,754.75,0,743.69,11.06,CELAYA,MDA,Jueves,
9196,2020-08-20,5,748.33,0,737.33,10.99,CELAYA,MDA,Jueves,
9197,2020-08-20,6,740.37,0,729.8,10.57,CELAYA,MDA,Jueves,
9198,2020-08-20,7,860.38,0,848.16,12.23,CELAYA,MDA,Jueves,
9199,2020-08-20,8,853.42,0,841.37,12.05,CELAYA,MDA,Jueves,
9200,2020-08-20,9,777.12,0,766.29,10.83,CELAYA,MDA,Jueves,
9201,2020-08-20,10,764.74,0.03,753.2,11.51,CELAYA,MDA,Jueves,
9202,2020-08-20,11,791.95,0.01,782.14,9.8,CELAYA,MDA,Jueves,
9203,2020-08-20,12,800.1,0,789.75,10.34,CELAYA,MDA,Jueves,
9204,2020-08-20,13,876.24,0,865.33,10.91,CELAYA,MDA,Jueves,
9205,2020-08-20,14,881.67,0,870.27,11.4,CELAYA,MDA,Jueves,
9206,2020-08-20,15,888.87,0,877.56,11.31,CELAYA,MDA,Jueves,
9207,2020-08-20,16,893.78,0,882.89,10.9,CELAYA,MDA,Jueves,
9208,2020-08-20,17,883.25,0,873.18,10.07,CELAYA,MDA,Jueves,
9209,2020-08-20,18,878.11,0,869.93,8.19,CELAYA,MDA,Jueves,
9210,2020-08-20,19,852.6,0,846.18,6.43,CELAYA,MDA,Jueves,
9211,2020-08-20,20,856.74,2.12,847.44,7.18,CELAYA,MDA,Jueves,
9212,2020-08-20,21,894.87,4.87,881.58,8.42,CELAYA,MDA,Jueves,
9213,2020-08-20,22,904.07,0,893.7,10.37,CELAYA,MDA,Jueves,
9214,2020-08-20,23,928.97,0,918,10.98,CELAYA,MDA,Jueves,
9215,2020-08-20,24,898.58,0,888.05,10.53,CELAYA,MDA,Jueves,
9216,2020-08-21,1,849.47,0,838.18,11.28,CELAYA,MDA,Viernes,
9217,2020-08-21,2,807.91,0,797.8,10.11,CELAYA,MDA,Viernes,
9218,2020-08-21,3,795.38,0,785.79,9.59,CELAYA,MDA,Viernes,
9219,2020-08-21,4,792.99,3.26,780.88,8.84,CELAYA,MDA,Viernes,
9220,2020-08-21,5,801.24,0,791.47,9.77,CELAYA,MDA,Viernes,
9221,2020-08-21,6,826.91,0,816.54,10.36,CELAYA,MDA,Viernes,
9222,2020-08-21,7,838.78,0,828.77,10.01,CELAYA,MDA,Viernes,
9223,2020-08-21,8,781.11,0,769.58,11.52,CELAYA,MDA,Viernes,
9224,2020-08-21,9,780.14,0,769.64,10.5,CELAYA,MDA,Viernes,
9225,2020-08-21,10,850.71,0.03,839.97,10.71,CELAYA,MDA,Viernes,
9226,2020-08-21,11,838.45,0,828.98,9.46,CELAYA,MDA,Viernes,
9227,2020-08-21,12,794.91,0,786.27,8.64,CELAYA,MDA,Viernes,
9228,2020-08-21,13,811.93,0,802.8,9.14,CELAYA,MDA,Viernes,
9229,2020-08-21,14,818.5,0,809.72,8.78,CELAYA,MDA,Viernes,
9230,2020-08-21,15,821.04,0,812.58,8.46,CELAYA,MDA,Viernes,
9231,2020-08-21,16,795.65,6,781.27,8.37,CELAYA,MDA,Viernes,
9232,2020-08-21,17,820.66,3.05,808.64,8.97,CELAYA,MDA,Viernes,
9233,2020-08-21,18,832.51,2.22,821.53,8.77,CELAYA,MDA,Viernes,
9234,2020-08-21,19,853.48,0.97,843.83,8.68,CELAYA,MDA,Viernes,
9235,2020-08-21,20,798.41,4.7,786.24,7.48,CELAYA,MDA,Viernes,
9236,2020-08-21,21,834.38,2.7,823.9,7.79,CELAYA,MDA,Viernes,
9237,2020-08-21,22,888.56,0,878.96,9.6,CELAYA,MDA,Viernes,
9238,2020-08-21,23,885.88,0,875.91,9.97,CELAYA,MDA,Viernes,
9239,2020-08-21,24,877.29,0,866.44,10.84,CELAYA,MDA,Viernes,
9240,2020-08-15,1,675.02,0,657.99,17.03,CIENEGA,MDA,Sabado,
9241,2020-08-15,2,665.79,-20.93,669.3,17.42,CIENEGA,MDA,Sabado,
9242,2020-08-15,3,614.71,-17.06,622.25,9.52,CIENEGA,MDA,Sabado,
9243,2020-08-15,4,611.94,-15.14,606.54,20.54,CIENEGA,MDA,Sabado,
9244,2020-08-15,5,626.79,-16.07,624.33,18.53,CIENEGA,MDA,Sabado,
9245,2020-08-15,6,645.83,0,625.98,19.86,CIENEGA,MDA,Sabado,
9246,2020-08-15,7,624.14,-16.65,627.28,13.5,CIENEGA,MDA,Sabado,
9247,2020-08-15,8,618.85,-17.58,625.01,11.42,CIENEGA,MDA,Sabado,
9248,2020-08-15,9,633.83,0,622.37,11.46,CIENEGA,MDA,Sabado,
9249,2020-08-15,10,645.14,-1.3,640.59,5.85,CIENEGA,MDA,Sabado,
9250,2020-08-15,11,637.49,-1.22,634.34,4.38,CIENEGA,MDA,Sabado,
9251,2020-08-15,12,642.58,0,636.96,5.62,CIENEGA,MDA,Sabado,
9252,2020-08-15,13,645.18,0,639.49,5.69,CIENEGA,MDA,Sabado,
9253,2020-08-15,14,638.28,0,632.58,5.7,CIENEGA,MDA,Sabado,
9254,2020-08-15,15,628.13,0,621.89,6.24,CIENEGA,MDA,Sabado,
9255,2020-08-15,16,633.87,0,625.9,7.97,CIENEGA,MDA,Sabado,
9256,2020-08-15,17,654.72,8.45,638.99,7.27,CIENEGA,MDA,Sabado,
9257,2020-08-15,18,630.1,0,623.26,6.84,CIENEGA,MDA,Sabado,
9258,2020-08-15,19,613.03,0,606.59,6.43,CIENEGA,MDA,Sabado,
9259,2020-08-15,20,590.88,0,594.44,-3.56,CIENEGA,MDA,Sabado,
9260,2020-08-15,21,665.52,0,664.18,1.34,CIENEGA,MDA,Sabado,
9261,2020-08-15,22,686.9,0,678.52,8.38,CIENEGA,MDA,Sabado,
9262,2020-08-15,23,661.56,-22.96,674.59,9.93,CIENEGA,MDA,Sabado,
9263,2020-08-15,24,655.54,-20.18,662.56,13.17,CIENEGA,MDA,Sabado,
9264,2020-08-16,1,642.57,-19.11,638.7,22.98,CIENEGA,MDA,Domingo,
9265,2020-08-16,2,634.78,-26.28,642.3,18.76,CIENEGA,MDA,Domingo,
9266,2020-08-16,3,581.24,-14.85,580.28,15.81,CIENEGA,MDA,Domingo,
9267,2020-08-16,4,590.53,-23.97,600.99,13.52,CIENEGA,MDA,Domingo,
9268,2020-08-16,5,581.46,-21.84,590.4,12.9,CIENEGA,MDA,Domingo,
9269,2020-08-16,6,575.48,-22.72,586.9,11.3,CIENEGA,MDA,Domingo,
9270,2020-08-16,7,555.62,-47.36,595.66,7.33,CIENEGA,MDA,Domingo,
9271,2020-08-16,8,548.69,-33.98,574.34,8.33,CIENEGA,MDA,Domingo,
9272,2020-08-16,9,576.23,0,570.21,6.02,CIENEGA,MDA,Domingo,
9273,2020-08-16,10,540.85,0,538.95,1.9,CIENEGA,MDA,Domingo,
9274,2020-08-16,11,536.34,-0.05,538.73,-2.34,CIENEGA,MDA,Domingo,
9275,2020-08-16,12,543.45,-1.52,546.06,-1.08,CIENEGA,MDA,Domingo,
9276,2020-08-16,13,539.44,0,539.74,-0.3,CIENEGA,MDA,Domingo,
9277,2020-08-16,14,545.89,0,542.77,3.12,CIENEGA,MDA,Domingo,
9278,2020-08-16,15,544.4,0,540.62,3.78,CIENEGA,MDA,Domingo,
9279,2020-08-16,16,583.84,3.11,574.59,6.14,CIENEGA,MDA,Domingo,
9280,2020-08-16,17,600.99,-10.03,603.03,7.99,CIENEGA,MDA,Domingo,
9281,2020-08-16,18,631.35,-22.59,645.72,8.23,CIENEGA,MDA,Domingo,
9282,2020-08-16,19,576.43,-14.85,583.67,7.61,CIENEGA,MDA,Domingo,
9283,2020-08-16,20,591.26,0,581.78,9.48,CIENEGA,MDA,Domingo,
9284,2020-08-16,21,645.81,0,641.45,4.35,CIENEGA,MDA,Domingo,
9285,2020-08-16,22,630.47,-38.28,664.82,3.93,CIENEGA,MDA,Domingo,
9286,2020-08-16,23,593.16,-25.94,615.29,3.82,CIENEGA,MDA,Domingo,
9287,2020-08-16,24,630.24,-27.7,646.41,11.53,CIENEGA,MDA,Domingo,
9288,2020-08-17,1,771.46,-63.53,833.27,1.72,CIENEGA,MDA,Lunes,
9289,2020-08-17,2,696.79,-25.42,714.82,7.4,CIENEGA,MDA,Lunes,
9290,2020-08-17,3,711.93,-25.88,721.68,16.13,CIENEGA,MDA,Lunes,
9291,2020-08-17,4,771.58,-31.98,786.48,17.07,CIENEGA,MDA,Lunes,
9292,2020-08-17,5,699.54,-25.13,711.31,13.37,CIENEGA,MDA,Lunes,
9293,2020-08-17,6,704.23,-25.55,716.73,13.05,CIENEGA,MDA,Lunes,
9294,2020-08-17,7,759.62,-31.23,778.06,12.79,CIENEGA,MDA,Lunes,
9295,2020-08-17,8,694.35,-26.09,718.23,2.21,CIENEGA,MDA,Lunes,
9296,2020-08-17,9,795.99,0,789.1,6.9,CIENEGA,MDA,Lunes,
9297,2020-08-17,10,752.78,0,740.72,12.06,CIENEGA,MDA,Lunes,
9298,2020-08-17,11,740.13,0,736.36,3.77,CIENEGA,MDA,Lunes,
9299,2020-08-17,12,838.35,0,826.14,12.21,CIENEGA,MDA,Lunes,
9300,2020-08-17,13,734.18,0,724.57,9.61,CIENEGA,MDA,Lunes,
9301,2020-08-17,14,821.34,0,813.61,7.72,CIENEGA,MDA,Lunes,
9302,2020-08-17,15,835.7,0,826.32,9.38,CIENEGA,MDA,Lunes,
9303,2020-08-17,16,811.3,0,798.57,12.73,CIENEGA,MDA,Lunes,
9304,2020-08-17,17,820.94,0,806.91,14.02,CIENEGA,MDA,Lunes,
9305,2020-08-17,18,804.69,0,793.37,11.33,CIENEGA,MDA,Lunes,
9306,2020-08-17,19,753.52,0,742.53,10.99,CIENEGA,MDA,Lunes,
9307,2020-08-17,20,755.1,0,742.79,12.31,CIENEGA,MDA,Lunes,
9308,2020-08-17,21,814.85,0,814.34,0.5,CIENEGA,MDA,Lunes,
9309,2020-08-17,22,892.92,0,891.32,1.6,CIENEGA,MDA,Lunes,
9310,2020-08-17,23,747.89,0,743.12,4.77,CIENEGA,MDA,Lunes,
9311,2020-08-17,24,746.9,0,743.98,2.93,CIENEGA,MDA,Lunes,
9312,2020-08-18,1,685.28,0,671.87,13.41,CIENEGA,MDA,Martes,
9313,2020-08-18,2,671.81,0,657.47,14.35,CIENEGA,MDA,Martes,
9314,2020-08-18,3,650.08,0,632.85,17.23,CIENEGA,MDA,Martes,
9315,2020-08-18,4,629.69,0,609.37,20.32,CIENEGA,MDA,Martes,
9316,2020-08-18,5,653.37,0,633.37,20.01,CIENEGA,MDA,Martes,
9317,2020-08-18,6,661.4,0,637,24.41,CIENEGA,MDA,Martes,
9318,2020-08-18,7,666.8,0,642.02,24.77,CIENEGA,MDA,Martes,
9319,2020-08-18,8,634.25,0,615.99,18.26,CIENEGA,MDA,Martes,
9320,2020-08-18,9,713.19,0,689.74,23.45,CIENEGA,MDA,Martes,
9321,2020-08-18,10,671.29,0,648.98,22.31,CIENEGA,MDA,Martes,
9322,2020-08-18,11,710.08,0,686.96,23.13,CIENEGA,MDA,Martes,
9323,2020-08-18,12,662.41,0,646.37,16.04,CIENEGA,MDA,Martes,
9324,2020-08-18,13,665.11,0,650.86,14.25,CIENEGA,MDA,Martes,
9325,2020-08-18,14,687.1,0,668.65,18.46,CIENEGA,MDA,Martes,
9326,2020-08-18,15,686.39,0,671.38,15.02,CIENEGA,MDA,Martes,
9327,2020-08-18,16,686.9,0,664.98,21.91,CIENEGA,MDA,Martes,
9328,2020-08-18,17,706.27,0,687.96,18.31,CIENEGA,MDA,Martes,
9329,2020-08-18,18,692.03,0,674.84,17.19,CIENEGA,MDA,Martes,
9330,2020-08-18,19,681.96,0,656.77,25.19,CIENEGA,MDA,Martes,
9331,2020-08-18,20,694.67,0,678.82,15.85,CIENEGA,MDA,Martes,
9332,2020-08-18,21,719.95,0,702.79,17.16,CIENEGA,MDA,Martes,
9333,2020-08-18,22,730.92,0,711.74,19.18,CIENEGA,MDA,Martes,
9334,2020-08-18,23,752.76,0,731.52,21.24,CIENEGA,MDA,Martes,
9335,2020-08-18,24,724.2,0,706.78,17.42,CIENEGA,MDA,Martes,
9336,2020-08-19,1,916.53,0,903.91,12.61,CIENEGA,MDA,Miercoles,
9337,2020-08-19,2,936.16,0,912.6,23.55,CIENEGA,MDA,Miercoles,
9338,2020-08-19,3,857.83,0,832.39,25.44,CIENEGA,MDA,Miercoles,
9339,2020-08-19,4,871.52,0,850.86,20.67,CIENEGA,MDA,Miercoles,
9340,2020-08-19,5,877.05,0,848.33,28.72,CIENEGA,MDA,Miercoles,
9341,2020-08-19,6,879.92,0,851.2,28.72,CIENEGA,MDA,Miercoles,
9342,2020-08-19,7,877.77,0,858.11,19.66,CIENEGA,MDA,Miercoles,
9343,2020-08-19,8,916.37,0,896.13,20.24,CIENEGA,MDA,Miercoles,
9344,2020-08-19,9,705.18,41.72,648.81,14.66,CIENEGA,MDA,Miercoles,
9345,2020-08-19,10,718.54,40.11,658.98,19.45,CIENEGA,MDA,Miercoles,
9346,2020-08-19,11,655.71,0.47,637.12,18.12,CIENEGA,MDA,Miercoles,
9347,2020-08-19,12,679.96,1.18,658.65,20.13,CIENEGA,MDA,Miercoles,
9348,2020-08-19,13,654.92,0,637.89,17.03,CIENEGA,MDA,Miercoles,
9349,2020-08-19,14,686.79,52.18,621.33,13.29,CIENEGA,MDA,Miercoles,
9350,2020-08-19,15,709.64,30.2,662.47,16.98,CIENEGA,MDA,Miercoles,
9351,2020-08-19,16,904.08,0,899.59,4.49,CIENEGA,MDA,Miercoles,
9352,2020-08-19,17,869.54,0,863.32,6.23,CIENEGA,MDA,Miercoles,
9353,2020-08-19,18,895.3,0,889.52,5.78,CIENEGA,MDA,Miercoles,
9354,2020-08-19,19,859.25,0,856.58,2.67,CIENEGA,MDA,Miercoles,
9355,2020-08-19,20,875.07,0,873.98,1.09,CIENEGA,MDA,Miercoles,
9356,2020-08-19,21,898.25,0,893.97,4.27,CIENEGA,MDA,Miercoles,
9357,2020-08-19,22,1035.44,0,1026.54,8.9,CIENEGA,MDA,Miercoles,
9358,2020-08-19,23,938.08,0,928.43,9.65,CIENEGA,MDA,Miercoles,
9359,2020-08-19,24,909.88,0,901.69,8.19,CIENEGA,MDA,Miercoles,
9360,2020-08-20,1,821.84,0,819.26,2.59,CIENEGA,MDA,Jueves,
9361,2020-08-20,2,835.64,0,830.27,5.37,CIENEGA,MDA,Jueves,
9362,2020-08-20,3,771.67,0,750.32,21.35,CIENEGA,MDA,Jueves,
9363,2020-08-20,4,764.57,0,743.69,20.88,CIENEGA,MDA,Jueves,
9364,2020-08-20,5,758.68,0,737.33,21.34,CIENEGA,MDA,Jueves,
9365,2020-08-20,6,749.96,0,729.8,20.16,CIENEGA,MDA,Jueves,
9366,2020-08-20,7,868.62,0,848.16,20.47,CIENEGA,MDA,Jueves,
9367,2020-08-20,8,852.6,0,841.37,11.23,CIENEGA,MDA,Jueves,
9368,2020-08-20,9,775.22,0,766.29,8.93,CIENEGA,MDA,Jueves,
9369,2020-08-20,10,774.38,0.42,753.2,20.77,CIENEGA,MDA,Jueves,
9370,2020-08-20,11,792.95,0.16,782.14,10.65,CIENEGA,MDA,Jueves,
9371,2020-08-20,12,802.48,0,789.75,12.73,CIENEGA,MDA,Jueves,
9372,2020-08-20,13,874.88,0,865.33,9.55,CIENEGA,MDA,Jueves,
9373,2020-08-20,14,874.89,0,870.27,4.62,CIENEGA,MDA,Jueves,
9374,2020-08-20,15,886.08,0,877.56,8.52,CIENEGA,MDA,Jueves,
9375,2020-08-20,16,880.52,-0.01,882.89,-2.35,CIENEGA,MDA,Jueves,
9376,2020-08-20,17,868.85,0,873.18,-4.33,CIENEGA,MDA,Jueves,
